GWA Element ID	IWA Element ID	DWA Element ID	DWA Element Name
4.A.3.b.5	4.A.3.b.5.a	4.A.3.b.5.a.12	Apply lubricants or coolants to workpieces.
4.A.3.b.5	4.A.3.b.5.a	4.A.3.b.5.a.13	Perform manual service or maintenance tasks.
4.A.3.b.5	4.A.3.b.5.a	4.A.3.b.5.a.14	Maintain construction tools or equipment.
4.A.3.b.5	4.A.3.b.5.a	4.A.3.b.5.a.15	Maintain fire fighting tools or equipment.
4.A.3.b.5	4.A.3.b.5.a	4.A.3.b.5.a.16	Maintain work equipment or machinery.
4.A.3.b.5	4.A.3.b.5.a	4.A.3.b.5.a.17	Lubricate production equipment.
4.A.3.b.5	4.A.3.b.5.a	4.A.3.b.5.a.18	Maintain electromechanical equipment.
4.A.3.b.5	4.A.3.b.5.a	4.A.3.b.5.a.19	Sharpen cutting or grinding tools.
4.A.3.b.5	4.A.3.b.5.b	4.A.3.b.5.b.1	Repair electrical circuits or wiring.
4.A.3.b.5	4.A.3.b.5.b	4.A.3.b.5.b.2	Repair electrical equipment.
4.A.3.b.5	4.A.3.b.5.b	4.A.3.b.5.b.3	Repair electronic equipment.
4.A.3.b.5	4.A.3.b.5.b	4.A.3.b.5.b.4	Repair electrical components.
4.A.3.b.5	4.A.3.b.5.c	4.A.3.b.5.c.1	Maintain computer hardware.
4.A.3.b.5	4.A.3.b.5.c	4.A.3.b.5.c.2	Maintain computer networks to enhance performance and user access.
4.A.3.b.5	4.A.3.b.5.c	4.A.3.b.5.c.3	Maintain recording or broadcasting equipment.
4.A.3.b.5	4.A.3.b.5.c	4.A.3.b.5.c.4	Maintain electronic equipment.
4.A.3.b.5	4.A.3.b.5.c	4.A.3.b.5.c.5	Maintain laboratory or technical equipment.
4.A.3.b.5	4.A.3.b.5.c	4.A.3.b.5.c.6	Maintain computer equipment or software.
4.A.3.b.5	4.A.3.b.5.c	4.A.3.b.5.c.7	Maintain test equipment.
4.A.3.b.6	4.A.3.b.6.a	4.A.3.b.6.a.1	Prepare financial documents.
4.A.3.b.6	4.A.3.b.6.a	4.A.3.b.6.a.2	Prepare financial documents, reports, or budgets.
4.A.3.b.6	4.A.3.b.6.b	4.A.3.b.6.b.1	Prepare written decisions for legal proceedings.
4.A.3.b.6	4.A.3.b.6.b	4.A.3.b.6.b.2	Prepare documentation of legal proceedings.
4.A.3.b.6	4.A.3.b.6.b	4.A.3.b.6.b.3	Record information about legal matters.
4.A.3.b.6	4.A.3.b.6.b	4.A.3.b.6.b.4	Record information about suspects or criminals.
4.A.3.b.6	4.A.3.b.6.b	4.A.3.b.6.b.5	Record information from legal proceedings.
4.A.3.b.6	4.A.3.b.6.b	4.A.3.b.6.b.6	Prepare investigation or incident reports.
4.A.3.b.6	4.A.3.b.6.b	4.A.3.b.6.b.7	Document information related to legal proceedings.
4.A.3.b.6	4.A.3.b.6.b	4.A.3.b.6.b.8	Record information about suspicious objects.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.1	Present research results to others.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.2	Prepare research or technical reports.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.3	Prepare research reports.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.4	Prepare scientific or technical reports or presentations.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.5	Prepare analytical reports.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.6	Write reports or evaluations.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.7	Prepare research or technical reports on environmental issues.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.8	Prepare technical or operational reports.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.9	Prepare technical reports for internal use.
4.A.3.b.6	4.A.3.b.6.c	4.A.3.b.6.c.10	Present medical research reports.
4.A.3.b.6	4.A.3.b.6.d	4.A.3.b.6.d.1	Record information about environmental conditions.
4.A.3.b.6	4.A.3.b.6.e	4.A.3.b.6.e.1	Record images needed to address work issues.
4.A.3.b.6	4.A.3.b.6.e	4.A.3.b.6.e.2	Record crime or accident scene evidence with video or still cameras.
4.A.3.b.6	4.A.3.b.6.e	4.A.3.b.6.e.3	Document events or evidence, using photographic or audiovisual equipment.
4.A.3.b.6	4.A.3.b.6.f	4.A.3.b.6.f.1	Prepare official health documents or records.
4.A.3.b.6	4.A.3.b.6.f	4.A.3.b.6.f.2	Document client health or progress.
4.A.3.b.6	4.A.3.b.6.f	4.A.3.b.6.f.3	Prepare medical reports or documents.
4.A.3.b.6	4.A.3.b.6.f	4.A.3.b.6.f.4	Prepare reports summarizing patient diagnostic or care activities.
4.A.3.b.6	4.A.3.b.6.g	4.A.3.b.6.g.1	Develop proposals for current or prospective customers.
4.A.3.b.6	4.A.3.b.6.g	4.A.3.b.6.g.2	Write grant proposals.
4.A.3.b.6	4.A.3.b.6.g	4.A.3.b.6.g.3	Prepare proposal documents.
4.A.3.b.6	4.A.3.b.6.g	4.A.3.b.6.g.4	Prepare proposals or grant applications to obtain project funding.
4.A.3.b.6	4.A.3.b.6.g	4.A.3.b.6.g.5	Prepare proposal documents or grant applications.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.1	Record details of deliveries or shipments.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.2	Document operational procedures.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.3	Record operational or production data.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.4	Maintain operational records for green energy processes or other environmentally-sustainable activities.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.5	Maintain operational records.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.6	Maintain client information or service records.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.7	Maintain inventory records.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.8	Record agricultural or forestry inventory data.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.9	Maintain records, documents, or other files.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.10	Maintain personnel records.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.11	Document operational activities.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.12	Maintain student records.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.13	Record information about parts, materials or repair procedures.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.14	Maintain data in information systems or databases.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.15	Maintain records of customer accounts.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.16	Transcribe spoken or written information.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.17	Document work hours or activities.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.18	Record research or operational data.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.19	Record operational details of travel.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.20	Record shipping information.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.21	Maintain operational records or records systems.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.22	Record service or repair activities.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.23	Maintain social services program records.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.24	Maintain repair or maintenance records.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.25	Maintain call records.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.26	Record personnel information.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.27	Record operational or environmental data.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.28	Maintain logs of production activities.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.29	Record information from meetings or other formal proceedings.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.30	Document organizational or operational procedures.
4.A.3.b.6	4.A.3.b.6.h	4.A.3.b.6.h.31	Record production information.
4.A.3.b.6	4.A.3.b.6.i	4.A.3.b.6.i.1	Prepare procedural documents.
4.A.3.b.6	4.A.3.b.6.i	4.A.3.b.6.i.2	Document technical design details.
4.A.3.b.6	4.A.3.b.6.i	4.A.3.b.6.i.3	Document network-related activities or tasks.
4.A.3.b.6	4.A.3.b.6.i	4.A.3.b.6.i.4	Document technical specifications or requirements.
4.A.3.b.6	4.A.3.b.6.i	4.A.3.b.6.i.5	Document design or development procedures.
4.A.3.b.6	4.A.3.b.6.i	4.A.3.b.6.i.6	Document test results.
4.A.3.b.6	4.A.3.b.6.i	4.A.3.b.6.i.7	Document design or operational test results.
4.A.3.b.6	4.A.3.b.6.j	4.A.3.b.6.j.1	Record sales or transactions data.
4.A.3.b.6	4.A.3.b.6.j	4.A.3.b.6.j.2	Maintain records of sales or other business transactions.
4.A.3.b.6	4.A.3.b.6.j	4.A.3.b.6.j.3	Maintain financial or account records.
4.A.3.b.6	4.A.3.b.6.k	4.A.3.b.6.k.1	Maintain client records.
4.A.3.b.6	4.A.3.b.6.k	4.A.3.b.6.k.2	Maintain medical facility records.
4.A.3.b.6	4.A.3.b.6.k	4.A.3.b.6.k.3	Record vital statistics or other health information.
4.A.3.b.6	4.A.3.b.6.k	4.A.3.b.6.k.4	Record patient medical histories.
4.A.3.b.6	4.A.3.b.6.k	4.A.3.b.6.k.5	Maintain medical records.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.1	Document lesson plans.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.2	Organize informational materials.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.3	Create technology-based learning materials.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.4	Modify teaching methods or materials to accommodate student needs.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.5	Write informational material.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.6	Prepare healthcare training materials.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.7	Prepare informational or reference materials.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.8	Prepare instruction manuals.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.9	Develop instructional materials.
4.A.3.b.6	4.A.3.b.6.l	4.A.3.b.6.l.10	Develop training materials.
4.A.3.b.6	4.A.3.b.6.m	4.A.3.b.6.m.1	Prepare sales or other contracts.
4.A.3.b.6	4.A.3.b.6.m	4.A.3.b.6.m.2	Prepare contracts or other transaction documents.
4.A.3.b.6	4.A.3.b.6.m	4.A.3.b.6.m.3	Prepare documentation for permits or licenses.
4.A.3.b.6	4.A.3.b.6.m	4.A.3.b.6.m.4	Prepare forms or applications.
4.A.3.b.6	4.A.3.b.6.m	4.A.3.b.6.m.5	Prepare documentation for contracts, transactions, or regulatory compliance.
4.A.3.b.6	4.A.3.b.6.m	4.A.3.b.6.m.6	Prepare contracts, disclosures, or applications.
4.A.3.b.6	4.A.3.b.6.n	4.A.3.b.6.n.1	Prepare legal or investigatory documentation.
4.A.3.b.6	4.A.3.b.6.n	4.A.3.b.6.n.2	Prepare reports related to compliance matters.
4.A.3.b.6	4.A.3.b.6.n	4.A.3.b.6.n.3	Maintain the order of legal documents.
4.A.3.b.6	4.A.3.b.6.n	4.A.3.b.6.n.4	Maintain regulatory or compliance documentation.
4.A.3.b.6	4.A.3.b.6.n	4.A.3.b.6.n.5	Prepare regulatory or compliance documentation.
4.A.3.b.6	4.A.3.b.6.n	4.A.3.b.6.n.6	Prepare information or documentation related to legal or regulatory matters.
4.A.3.b.6	4.A.3.b.6.n	4.A.3.b.6.n.7	Complete documentation required by programs or regulations.
4.A.3.b.6	4.A.3.b.6.n	4.A.3.b.6.n.8	Document legal or regulatory information.
4.A.3.b.6	4.A.3.b.6.n	4.A.3.b.6.n.9	Prepare legal documents.
4.A.3.b.6	4.A.3.b.6.o	4.A.3.b.6.o.1	Prepare operational reports or records.
4.A.3.b.6	4.A.3.b.6.o	4.A.3.b.6.o.2	Prepare reports detailing student activities or performance.
4.A.3.b.6	4.A.3.b.6.o	4.A.3.b.6.o.3	Prepare accident or incident reports.
4.A.3.b.6	4.A.3.b.6.o	4.A.3.b.6.o.4	Prepare operational reports.
4.A.3.b.6	4.A.3.b.6.o	4.A.3.b.6.o.5	Write operational reports.
4.A.3.b.6	4.A.3.b.6.o	4.A.3.b.6.o.6	Prepare operational progress or status reports.
4.A.3.b.6	4.A.3.b.6.p	4.A.3.b.6.p.1	Write articles, books or other original materials in area of expertise.
4.A.3.b.6	4.A.3.b.6.p	4.A.3.b.6.p.2	Write material for artistic or entertainment purposes.
4.A.3.b.6	4.A.3.b.6.p	4.A.3.b.6.p.3	Write advertising or promotional material.
4.A.4.a.1	4.A.4.a.1.a	4.A.4.a.1.a.1	Present work to clients for approval.
4.A.4.a.1	4.A.4.a.1.a	4.A.4.a.1.a.2	Explain use of products or services.
4.A.4.a.1	4.A.4.a.1.a	4.A.4.a.1.a.3	Discuss goods or services information with customers or patrons.
4.A.4.a.1	4.A.4.a.1.a	4.A.4.a.1.a.4	Explain engineering drawings, specifications, or other technical information.
4.A.4.a.1	4.A.4.a.1.a	4.A.4.a.1.a.5	Explain technical product or service information to customers.
4.A.4.a.1	4.A.4.a.1.a	4.A.4.a.1.a.6	Provide information about landscaping services or costs.
4.A.4.a.1	4.A.4.a.1.b	4.A.4.a.1.b.1	Inform others about laws or regulations.
4.A.4.a.1	4.A.4.a.1.b	4.A.4.a.1.b.2	Inform the public about policies, services or procedures.
4.A.4.a.1	4.A.4.a.1.b	4.A.4.a.1.b.3	Communicate organizational policies and procedures.
4.A.4.a.1	4.A.4.a.1.b	4.A.4.a.1.b.4	Explain regulations, policies, or procedures.
4.A.4.a.1	4.A.4.a.1.b	4.A.4.a.1.b.5	Communicate organizational information to customers or other stakeholders.
4.A.4.a.1	4.A.4.a.1.b	4.A.4.a.1.b.6	Communicate with clients about products, procedures, and policies.
4.A.4.a.1	4.A.4.a.1.c	4.A.4.a.1.c.1	Translate information for others.
4.A.4.a.1	4.A.4.a.1.c	4.A.4.a.1.c.2	Interpret cultural or religious information for others.
4.A.4.a.1	4.A.4.a.1.d	4.A.4.a.1.d.1	Educate clients on financial planning topics.
4.A.4.a.1	4.A.4.a.1.d	4.A.4.a.1.d.2	Interpret financial information for others.
4.A.4.a.1	4.A.4.a.1.d	4.A.4.a.1.d.3	Explain financial information to customers.
4.A.4.a.1	4.A.4.a.1.e	4.A.4.a.1.e.1	Communicate detailed medical information to patients or family members.
4.A.4.a.1	4.A.4.a.1.e	4.A.4.a.1.e.2	Confer with family members to discuss client treatment plans or progress.
4.A.4.a.1	4.A.4.a.1.e	4.A.4.a.1.e.3	Confer with clients to discuss treatment plans or progress.
4.A.4.a.1	4.A.4.a.1.e	4.A.4.a.1.e.4	Explain technical medical information to patients.
4.A.4.a.1	4.A.4.a.1.e	4.A.4.a.1.e.5	Explain medical procedures or test results to patients or family members.
4.A.4.a.2	4.A.4.a.2.a	4.A.4.a.2.a.1	Communicate with the public on environmental issues.
4.A.4.a.2	4.A.4.a.2.a	4.A.4.a.2.a.2	Communicate green energy production information.
4.A.4.a.2	4.A.4.a.2.a	4.A.4.a.2.a.3	Communicate results of environmental research.
4.A.4.a.2	4.A.4.a.2.b	4.A.4.a.2.b.1	Collaborate on research activities with scientists or technical specialists.
4.A.4.a.2	4.A.4.a.2.b	4.A.4.a.2.b.2	Assist other educational professionals with projects or research.
4.A.4.a.2	4.A.4.a.2.b	4.A.4.a.2.b.3	Assist engineers or scientists with research.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.1	Communicate with other workers to coordinate activities.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.2	Provide information to coworkers.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.3	Confer with coworkers to coordinate maintenance or cleaning activities.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.4	Meet with coworkers to communicate work orders or plans.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.5	Discuss problems or issues with supervisors.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.6	Communicate with others to coordinate vehicle movement.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.7	Discuss performance, complaints, or violations with supervisors.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.8	Communicate with other construction or extraction personnel to discuss project details.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.9	Liaise between departments or other groups to improve function or communication.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.10	Report information to managers or other personnel.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.11	Relay information between personnel.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.12	Communicate with coworkers to coordinate installations or repairs.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.13	Confer with managers to make operational decisions.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.14	Confer with organizational members to accomplish work activities.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.15	Confer with coworkers to coordinate work activities.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.16	Communicate with others to coordinate material handling or movement.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.17	Communicate dining or order details to kitchen personnel.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.18	Confer with others to conduct or arrange operational activities.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.19	Receive information or instructions for performing work assignments.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.20	Exchange information with colleagues.
4.A.4.a.2	4.A.4.a.2.c	4.A.4.a.2.c.21	Communicate safety or hazard information to others.
4.A.4.a.2	4.A.4.a.2.d	4.A.4.a.2.d.1	Inform medical professionals regarding patient conditions and care.
4.A.4.a.2	4.A.4.a.2.d	4.A.4.a.2.d.2	Confer with other professionals to plan patient care.
4.A.4.a.2	4.A.4.a.2.d	4.A.4.a.2.d.3	Collaborate with other professionals to assess client needs or plan treatments.
4.A.4.a.2	4.A.4.a.2.d	4.A.4.a.2.d.4	Communicate test or assessment results to medical professionals.
4.A.4.a.2	4.A.4.a.2.d	4.A.4.a.2.d.5	Collaborate with healthcare professionals to plan or provide treatment.
4.A.4.a.2	4.A.4.a.2.d	4.A.4.a.2.d.6	Communicate patient status to other health practitioners.
4.A.4.a.2	4.A.4.a.2.e	4.A.4.a.2.e.1	Collaborate with others in marketing activities.
4.A.4.a.2	4.A.4.a.2.e	4.A.4.a.2.e.2	Collaborate with others to develop or implement marketing strategies.
4.A.4.a.2	4.A.4.a.2.e	4.A.4.a.2.e.3	Confer with personnel to coordinate business operations.
4.A.4.a.2	4.A.4.a.2.e	4.A.4.a.2.e.4	Share sales-related or market information with colleagues.
4.A.4.a.2	4.A.4.a.2.e	4.A.4.a.2.e.5	Discuss business strategies, practices, or policies with managers.
4.A.4.a.2	4.A.4.a.2.f	4.A.4.a.2.f.1	Collaborate with other professionals to develop education or assistance programs.
4.A.4.a.2	4.A.4.a.2.f	4.A.4.a.2.f.2	Collaborate with other agencies and institutions to coordinate educational matters.
4.A.4.a.2	4.A.4.a.2.f	4.A.4.a.2.f.3	Collaborate with other teaching professionals to develop educational programs.
4.A.4.a.2	4.A.4.a.2.g	4.A.4.a.2.g.1	Communicate situation details to appropriate personnel.
4.A.4.a.2	4.A.4.a.2.g	4.A.4.a.2.g.2	Notify others of equipment repair or maintenance needs.
4.A.4.a.2	4.A.4.a.2.g	4.A.4.a.2.g.3	Request emergency personnel.
4.A.4.a.2	4.A.4.a.2.g	4.A.4.a.2.g.4	Notify others of equipment problems.
4.A.4.a.2	4.A.4.a.2.g	4.A.4.a.2.g.5	Report vehicle or equipment malfunctions.
4.A.4.a.2	4.A.4.a.2.g	4.A.4.a.2.g.6	Relay information about incidents or emergencies to personnel using phones or two-way radios.
4.A.4.a.2	4.A.4.a.2.g	4.A.4.a.2.g.7	Notify others of emergencies, problems, or hazards.
4.A.4.a.2	4.A.4.a.2.g	4.A.4.a.2.g.8	Report maintenance or equipment problems to appropriate personnel.
4.A.4.a.2	4.A.4.a.2.g	4.A.4.a.2.g.9	Warn individuals about rule violations or safety concerns.
4.A.4.a.2	4.A.4.a.2.h	4.A.4.a.2.h.1	Collaborate with others to determine production details.
4.A.4.a.2	4.A.4.a.2.h	4.A.4.a.2.h.2	Discuss production content and progress with others.
4.A.4.a.2	4.A.4.a.2.h	4.A.4.a.2.h.3	Confer with technical personnel to prepare designs or operational plans.
4.A.4.a.2	4.A.4.a.2.h	4.A.4.a.2.h.4	Collaborate with others to develop or refine designs.
4.A.4.a.2	4.A.4.a.2.h	4.A.4.a.2.h.5	Collaborate with others to determine technical details of productions.
4.A.4.a.2	4.A.4.a.2.h	4.A.4.a.2.h.6	Discuss design or technical features of products or services with technical personnel.
4.A.4.a.2	4.A.4.a.2.h	4.A.4.a.2.h.7	Collaborate with others to determine design specifications or details.
4.A.4.a.2	4.A.4.a.2.h	4.A.4.a.2.h.8	Consult with others regarding safety or health equipment or facilities.
4.A.4.a.2	4.A.4.a.2.h	4.A.4.a.2.h.9	Communicate project information to others.
4.A.4.a.2	4.A.4.a.2.i	4.A.4.a.2.i.1	Meet with individuals involved in legal processes to provide information and clarify issues.
4.A.4.a.2	4.A.4.a.2.i	4.A.4.a.2.i.2	Confer with court staff to clarify information.
4.A.4.a.2	4.A.4.a.2.j	4.A.4.a.2.j.1	Discuss service options or needs with clients.
4.A.4.a.2	4.A.4.a.2.j	4.A.4.a.2.j.2	Confer with clients to exchange information.
4.A.4.a.2	4.A.4.a.2.j	4.A.4.a.2.j.3	Confer with clients to determine needs.
4.A.4.a.2	4.A.4.a.2.j	4.A.4.a.2.j.4	Confer with customers or users to assess problems.
4.A.4.a.2	4.A.4.a.2.j	4.A.4.a.2.j.5	Confer with customers or designers to determine order specifications.
4.A.4.a.2	4.A.4.a.2.j	4.A.4.a.2.j.6	Discuss designs or plans with clients.
4.A.4.a.3	4.A.4.a.3.a	4.A.4.a.3.a.1	Testify at legal or legislative proceedings.
4.A.4.a.3	4.A.4.a.3.a	4.A.4.a.3.a.2	Represent the interests of clients in legal proceedings.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.1	Communicate health and wellness information to the public.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.2	Present sustainable products or services information to the public.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.3	Present information to the public.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.4	Provide educational information to the public.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.5	Provide technical information or assistance to public.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.6	Explain project details to the general public.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.7	Report news to the public.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.8	Provide information to the general public.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.9	Present social services program information to the public.
4.A.4.a.3	4.A.4.a.3.b	4.A.4.a.3.b.10	Inform viewers, listeners, or audiences.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.1	Present food or beverage information or menus to customers.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.2	Present business-related information to audiences.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.3	Provide attraction or event information to patrons.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.4	Discuss account status or activity with customers or patrons.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.5	Provide customer service to clients or users.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.6	Inform individuals or organizations of status or findings.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.7	Provide notifications to customers or patrons.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.8	Provide customers with general information or assistance.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.9	Provide basic information to guests, visitors, or clients.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.10	Provide patrons with directions to locales or attractions.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.11	Answer telephones to direct calls or provide information.
4.A.4.a.3	4.A.4.a.3.c	4.A.4.a.3.c.12	Provide transportation information to passengers or customers.
4.A.4.a.4	4.A.4.a.4.a	4.A.4.a.4.a.1	Develop collaborative relationships between departments or with external organizations.
4.A.4.a.4	4.A.4.a.4.a	4.A.4.a.4.a.2	Develop business relationships.
4.A.4.a.4	4.A.4.a.4.a	4.A.4.a.4.a.3	Develop working relationships with others to facilitate program activities.
4.A.4.a.4	4.A.4.a.4.a	4.A.4.a.4.a.4	Establish interpersonal business relationships to facilitate work activities.
4.A.4.a.4	4.A.4.a.4.a	4.A.4.a.4.a.5	Develop professional relationships or networks.
4.A.4.a.5	4.A.4.a.5.a	4.A.4.a.5.a.1	Refer customers to appropriate personnel.
4.A.4.a.5	4.A.4.a.5.a	4.A.4.a.5.a.2	Refer patients to other healthcare practitioners or health resources.
4.A.4.a.5	4.A.4.a.5.a	4.A.4.a.5.a.3	Help clients get needed services or resources.
4.A.4.a.5	4.A.4.a.5.a	4.A.4.a.5.a.4	Arrange physical or mental health services for clients.
4.A.4.a.5	4.A.4.a.5.a	4.A.4.a.5.a.5	Refer individuals to educational or work programs.
4.A.4.a.5	4.A.4.a.5.a	4.A.4.a.5.a.6	Refer clients to community or social service programs.
4.A.4.a.5	4.A.4.a.5.b	4.A.4.a.5.b.1	Treat patients using psychological therapies.
4.A.4.a.5	4.A.4.a.5.b	4.A.4.a.5.b.2	Implement therapeutic programs to improve patient functioning.
4.A.4.a.5	4.A.4.a.5.b	4.A.4.a.5.b.3	Administer therapy treatments to patients using hands or physical treatment aids.
4.A.4.a.5	4.A.4.a.5.b	4.A.4.a.5.b.4	Administer therapeutic massages.
4.A.4.a.5	4.A.4.a.5.b	4.A.4.a.5.b.5	Treat patients using physical therapy techniques.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.1	Give medications or immunizations.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.2	Administer basic health care or medical treatments.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.3	Administer anesthetics or sedatives to control pain.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.4	Care for women during pregnancy and childbirth.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.5	Provide basic health care services.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.6	Administer non-intravenous medications.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.7	Immunize patients.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.8	Administer intravenous medications.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.9	Administer blood or other fluids intravenously.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.10	Administer medical substances for imaging or other procedures.
4.A.4.a.5	4.A.4.a.5.c	4.A.4.a.5.c.11	Apply bandages, dressings, or splints.
4.A.4.a.5	4.A.4.a.5.d	4.A.4.a.5.d.1	Care for plants or animals.
4.A.4.a.5	4.A.4.a.5.d	4.A.4.a.5.d.2	Care for animals.
4.A.4.a.5	4.A.4.a.5.d	4.A.4.a.5.d.3	Perform animal breeding procedures.
