O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
15-1255.01	2.D.1	Required Level of Education	RL	2	15.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	3	0.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	4	10.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	5	10.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	6	55.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	7	0.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	8	0.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1255.01	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.20	20	n/a	n/a	n/a	n/a	08/2022	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	2	5.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	3	5.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	4	15.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	5	15.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	6	55.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	7	0.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	8	0.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	9	5.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.01	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.40	20	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	2	5.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	3	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	5	10.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	6	60.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	7	10.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	8	15.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.03	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.00	20	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	1	5.26	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	2	5.26	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	3	15.79	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	4	10.53	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	5	10.53	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	6	47.37	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	7	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	8	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	9	5.26	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	10	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	11	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.1	Required Level of Education	RL	12	0.00	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.05	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.79	19	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	1	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	2	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	3	40.91	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	4	4.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	5	27.27	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	6	22.73	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	7	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	8	4.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	9	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	10	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	11	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.1	Required Level of Education	RL	12	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.08	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	2	0.00	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	3	9.52	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	4	0.00	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	5	23.81	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	6	38.10	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	7	19.05	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	8	9.52	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	10	0.00	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	11	0.00	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-1299.09	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.62	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	1	0.00	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	2	0.00	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	3	0.00	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	4	0.00	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	5	0.00	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	6	78.57	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	7	10.71	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	8	0.00	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	9	0.00	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	10	10.71	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	11	0.00	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.1	Required Level of Education	RL	12	0.00	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2011.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.96	28	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	2	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	3	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	5	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	6	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	7	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	8	25.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	9	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	10	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	11	45.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.1	Required Level of Education	RL	12	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2021.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.80	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	2	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	3	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	4	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	5	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	6	33.33	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	7	9.52	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	8	42.86	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	10	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	11	14.29	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2031.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.14	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	2	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	3	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	4	4.76	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	5	4.76	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	6	14.29	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	7	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	8	61.90	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	10	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	11	9.52	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.1	Required Level of Education	RL	12	4.76	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.10	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	1	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	2	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	3	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	4	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	5	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	6	12.50	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	7	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	8	58.33	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	9	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	10	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	11	29.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	12	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.25	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	1	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	2	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	3	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	4	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	5	4.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	6	68.18	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	7	4.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	8	22.73	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	9	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	10	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	11	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	12	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.82	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	2	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	3	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	5	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	6	85.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	7	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	8	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2099.01	2.D.1	Required Level of Education	RL	1	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	2	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	3	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	4	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	5	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	6	50.89	20	17.0824	19.8612	81.2484	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	7	2.45	20	2.5186	0.2763	18.5572	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	8	40.66	20	15.9205	14.6922	73.1674	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	9	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	10	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	11	4.11	20	2.8856	0.9167	16.5593	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	12	1.89	20	1.9366	0.2148	14.6596	N	07/2014	Incumbent
17-1011.00	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	2	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	3	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	4	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	5	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	6	42.86	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	7	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	8	23.81	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	10	23.81	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	11	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.29	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
17-1012.00	2.D.1	Required Level of Education	RL	2	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
