O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
37-1012.00	2.D.1	Required Level of Education	RL	5	13.55	18	9.4027	2.8031	46.0155	N	08/2021	Incumbent
37-1012.00	2.D.1	Required Level of Education	RL	6	32.32	18	15.6300	9.5611	68.3163	N	08/2021	Incumbent
37-1012.00	2.D.1	Required Level of Education	RL	7	0.00	18	0.0000	n/a	n/a	N	08/2021	Incumbent
37-1012.00	2.D.1	Required Level of Education	RL	8	0.00	18	0.0000	n/a	n/a	N	08/2021	Incumbent
37-1012.00	2.D.1	Required Level of Education	RL	9	6.34	18	6.5431	0.6593	40.8826	N	08/2021	Incumbent
37-1012.00	2.D.1	Required Level of Education	RL	10	0.00	18	0.0000	n/a	n/a	N	08/2021	Incumbent
37-1012.00	2.D.1	Required Level of Education	RL	11	0.00	18	0.0000	n/a	n/a	N	08/2021	Incumbent
37-1012.00	2.D.1	Required Level of Education	RL	12	0.00	18	0.0000	n/a	n/a	N	08/2021	Incumbent
37-1012.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.94	18	0.4085	2.0819	3.8057	N	08/2021	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	1	13.51	17	9.7618	2.5880	47.8635	N	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	2	62.41	17	20.4204	20.7802	91.3118	Y	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	3	0.00	17	0.0000	n/a	n/a	N	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	4	0.00	17	0.0000	n/a	n/a	N	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	5	0.00	17	0.0000	n/a	n/a	N	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	6	23.48	17	19.6438	2.9345	75.7005	Y	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	7	0.00	17	0.0000	n/a	n/a	N	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	8	0.00	17	0.0000	n/a	n/a	N	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	9	0.00	17	0.0000	n/a	n/a	N	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	10	0.00	17	0.0000	n/a	n/a	N	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	11	0.00	17	0.0000	n/a	n/a	N	08/2023	Incumbent
37-2011.00	2.D.1	Required Level of Education	RL	12	0.60	17	0.6262	0.0646	5.3101	N	08/2023	Incumbent
37-2011.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.42	17	0.3480	1.6824	3.1578	N	08/2023	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	1	44.60	32	9.0445	27.6204	62.9424	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	2	35.51	32	10.3422	17.9768	58.0372	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	3	6.67	32	6.1359	0.9490	34.7865	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	4	2.37	32	1.7203	0.5280	9.9637	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	5	0.00	32	0.0000	n/a	n/a	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	6	5.88	32	4.9453	1.0013	27.8695	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	7	0.00	32	0.0000	n/a	n/a	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	8	0.00	32	0.0000	n/a	n/a	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	9	0.00	32	0.0000	n/a	n/a	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	10	0.00	32	0.0000	n/a	n/a	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	11	0.00	32	0.0000	n/a	n/a	N	08/2020	Incumbent
37-2012.00	2.D.1	Required Level of Education	RL	12	4.97	32	4.5980	0.7131	27.5822	N	08/2020	Incumbent
37-2012.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.78	32	0.2231	1.3252	2.2354	N	08/2020	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	1	0.00	39	0.0000	n/a	n/a	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	2	90.24	39	6.3372	68.3001	97.5411	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	3	8.79	39	6.2444	1.9515	31.8048	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	4	0.59	39	0.6106	0.0736	4.6240	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	5	0.38	39	0.2958	0.0779	1.8239	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	6	0.00	39	0.0000	n/a	n/a	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	7	0.00	39	0.0000	n/a	n/a	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	8	0.00	39	0.0000	n/a	n/a	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	9	0.00	39	0.0000	n/a	n/a	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	10	0.00	39	0.0000	n/a	n/a	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	11	0.00	39	0.0000	n/a	n/a	N	07/2015	Incumbent
37-2021.00	2.D.1	Required Level of Education	RL	12	0.00	39	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	1	39.15	29	11.1548	19.7790	62.6712	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	2	8.22	29	5.4896	1.9786	28.4478	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	3	31.20	29	7.1724	18.6105	47.3397	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	4	0.00	29	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	5	3.10	29	2.7058	0.5050	16.8223	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	6	18.33	29	7.9025	7.0724	39.8227	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	7	0.00	29	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	8	0.00	29	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	9	0.00	29	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	10	0.00	29	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	11	0.00	29	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3011.00	2.D.1	Required Level of Education	RL	12	0.00	29	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	1	14.99	27	9.5983	3.6132	45.3360	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	2	56.25	27	15.0036	26.8561	81.8235	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	3	15.68	27	7.6024	5.3986	37.7488	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	4	0.00	27	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	5	0.26	27	0.1965	0.0546	1.2240	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	6	12.82	27	11.6507	1.6954	55.6231	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	7	0.00	27	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	8	0.00	27	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	9	0.00	27	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	10	0.00	27	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	11	0.00	27	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3012.00	2.D.1	Required Level of Education	RL	12	0.00	27	0.0000	n/a	n/a	N	07/2015	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	1	56.81	21	12.2033	31.7943	78.7804	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	2	37.13	21	11.6550	17.2460	62.5918	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	3	2.23	21	2.2489	0.2643	16.4008	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	4	3.83	21	2.9180	0.7572	17.2116	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	5	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	6	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	7	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	8	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	9	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	10	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	11	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
37-3013.00	2.D.1	Required Level of Education	RL	12	0.00	21	0.0000	n/a	n/a	N	08/2018	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	1	6.09	30	4.6844	1.2024	25.7143	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	2	47.70	30	8.0352	32.0661	63.8013	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	3	11.93	30	8.1735	2.6858	39.9381	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	4	17.22	30	12.0584	3.5584	53.9904	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	5	10.60	30	7.3837	2.3535	36.8480	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	6	6.45	30	6.0937	0.8652	35.2392	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	7	0.00	30	0.0000	n/a	n/a	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	8	0.00	30	0.0000	n/a	n/a	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	9	0.00	30	0.0000	n/a	n/a	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	10	0.00	30	0.0000	n/a	n/a	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	11	0.00	30	0.0000	n/a	n/a	N	08/2022	Incumbent
39-1013.00	2.D.1	Required Level of Education	RL	12	0.00	30	0.0000	n/a	n/a	N	08/2022	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	1	3.02	15	2.6269	0.4522	17.5787	N	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	2	14.93	15	9.4422	3.4428	46.3648	N	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	3	0.00	15	0.0000	n/a	n/a	N	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	4	23.89	15	20.7936	2.6300	78.4833	Y	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	5	47.77	15	20.8928	13.1797	84.6424	Y	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	6	7.54	15	4.8610	1.7948	26.6775	N	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	7	0.00	15	0.0000	n/a	n/a	N	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	8	2.85	15	2.9805	0.2892	22.8244	N	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	9	0.00	15	0.0000	n/a	n/a	N	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	10	0.00	15	0.0000	n/a	n/a	N	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	11	0.00	15	0.0000	n/a	n/a	N	08/2024	Incumbent
39-1022.00	2.D.1	Required Level of Education	RL	12	0.00	15	0.0000	n/a	n/a	N	08/2024	Incumbent
39-1022.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.24	15	0.8145	1.4926	4.9863	N	08/2024	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	1	22.64	37	9.9982	8.4235	48.2280	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	2	44.38	37	12.4500	22.2893	68.9329	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	3	7.85	37	5.0899	2.0044	26.1938	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	4	16.56	37	7.6652	6.0536	37.9408	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	5	6.82	37	4.8744	1.5220	25.7477	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	6	1.75	37	1.7643	0.2209	12.5053	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	7	0.00	37	0.0000	n/a	n/a	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	8	0.00	37	0.0000	n/a	n/a	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	9	0.00	37	0.0000	n/a	n/a	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	10	0.00	37	0.0000	n/a	n/a	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	11	0.00	37	0.0000	n/a	n/a	N	07/2014	Incumbent
39-2011.00	2.D.1	Required Level of Education	RL	12	0.00	37	0.0000	n/a	n/a	N	07/2014	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	1	9.50	36	5.7130	2.6504	28.8017	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	2	63.55	36	10.3605	41.2887	81.2146	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	3	0.00	36	0.0000	n/a	n/a	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	4	0.00	36	0.0000	n/a	n/a	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	5	13.58	36	11.0217	2.2806	51.4003	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	6	13.37	36	4.0044	7.1080	23.7457	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	7	0.00	36	0.0000	n/a	n/a	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	8	0.00	36	0.0000	n/a	n/a	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	9	0.00	36	0.0000	n/a	n/a	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	10	0.00	36	0.0000	n/a	n/a	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	11	0.00	36	0.0000	n/a	n/a	N	08/2019	Incumbent
39-2021.00	2.D.1	Required Level of Education	RL	12	0.00	36	0.0000	n/a	n/a	N	08/2019	Incumbent
39-2021.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.70	36	0.1804	1.3373	2.0697	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	1	15.26	32	8.3896	4.5730	40.3433	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	2	69.02	32	8.5471	49.6471	83.4303	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	3	4.82	32	4.7299	0.6138	29.3210	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	4	6.14	32	5.1757	1.0371	29.0001	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	5	4.76	32	4.9276	0.5428	31.4305	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	6	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	7	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	8	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	9	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	10	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	11	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
39-3011.00	2.D.1	Required Level of Education	RL	12	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
39-3011.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.03	32	0.2253	1.5700	2.4890	N	08/2019	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	1	1.63	33	1.0408	0.4396	5.8529	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	2	87.07	33	5.4120	71.6655	94.7157	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	3	1.98	33	1.9462	0.2594	13.5036	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	4	6.58	33	4.3489	1.6387	22.9363	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	5	2.75	33	2.7906	0.3356	19.1640	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	6	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	7	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	8	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	9	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	10	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	11	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
39-3012.00	2.D.1	Required Level of Education	RL	12	0.00	33	0.0000	n/a	n/a	N	07/2014	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	1	19.85	25	9.1948	6.9887	44.9452	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	2	61.11	25	11.2433	37.1839	80.6675	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	3	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	4	8.94	25	7.6398	1.3959	40.5127	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	5	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	6	10.09	25	6.3246	2.5955	32.1156	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	7	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	8	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	9	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	10	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	11	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3021.00	2.D.1	Required Level of Education	RL	12	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3021.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.29	20	0.1735	1.0000	1.6522	N	08/2020	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	1	33.00	31	9.7325	16.6952	54.7524	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	2	61.44	31	9.4040	41.4666	78.1879	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	3	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	4	1.20	31	0.3488	0.6653	2.1702	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	5	2.70	31	1.7849	0.6910	9.9970	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	6	1.65	31	1.6665	0.2063	12.0088	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	7	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	8	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	9	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	10	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	11	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
39-3031.00	2.D.1	Required Level of Education	RL	12	0.00	31	0.0000	n/a	n/a	N	07/2015	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	1	64.17	22	17.3818	27.1034	89.6136	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	2	31.89	22	17.0780	8.3616	70.6044	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	3	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	4	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	5	2.51	22	2.7657	0.2460	21.2343	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	6	1.43	22	1.5888	0.1384	13.1553	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	7	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	8	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	9	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	10	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	11	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3091.00	2.D.1	Required Level of Education	RL	12	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
39-3091.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.12	22	0.0649	1.0000	1.2517	N	08/2020	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	1	10.39	39	5.0605	3.7134	25.8392	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	2	32.24	39	15.8354	9.8851	67.3642	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	3	7.52	39	4.3960	2.2103	22.6223	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	4	14.85	39	8.8413	4.0647	41.8009	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	5	3.86	39	3.1144	0.7285	18.0038	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	6	29.60	39	9.8704	13.8771	52.3074	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	7	0.00	39	0.0000	n/a	n/a	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	8	1.54	39	1.0524	0.3843	5.9885	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	9	0.00	39	0.0000	n/a	n/a	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	10	0.00	39	0.0000	n/a	n/a	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	11	0.00	39	0.0000	n/a	n/a	N	07/2016	Incumbent
39-3092.00	2.D.1	Required Level of Education	RL	12	0.00	39	0.0000	n/a	n/a	N	07/2016	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	1	22.02	25	11.9322	6.3038	54.2316	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	2	64.84	25	14.2784	33.6094	87.0386	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	3	5.47	25	5.0546	0.7643	30.3148	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	4	7.68	25	5.4915	1.6516	29.1550	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	5	0.00	25	0.0000	n/a	n/a	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	6	0.00	25	0.0000	n/a	n/a	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	7	0.00	25	0.0000	n/a	n/a	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	8	0.00	25	0.0000	n/a	n/a	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	9	0.00	25	0.0000	n/a	n/a	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	10	0.00	25	0.0000	n/a	n/a	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	11	0.00	25	0.0000	n/a	n/a	N	07/2011	Incumbent
39-3093.00	2.D.1	Required Level of Education	RL	12	0.00	25	0.0000	n/a	n/a	N	07/2011	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	1	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	2	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	3	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	4	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	5	86.37	20	12.6660	39.9983	98.3669	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	6	13.63	20	12.6660	1.6331	60.0017	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	7	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	8	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	9	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	10	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	11	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.1	Required Level of Education	RL	12	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
39-4011.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.89	20	0.5293	2.7871	5.0000	N	08/2021	Incumbent
39-4021.00	2.D.1	Required Level of Education	RL	1	6.82	22	5.0846	1.3676	27.8726	N	08/2024	Incumbent
39-4021.00	2.D.1	Required Level of Education	RL	2	47.04	22	12.5393	23.7696	71.6699	N	08/2024	Incumbent
